analysis_id,analysis_label,analysis_family,unit_of_analysis,source_boundary,aggregation_rule,metric,metric_label,setting,setting_label,n_units,n_flagged,prevalence,prevalence_percent
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r2_plastic_hardware,R2 Plastic-specified hardware,conservative,Conservative,47522,138,0.002903918185261563,0.2903918185261563
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r2_plastic_hardware,R2 Plastic-specified hardware,default,Default,47522,138,0.002903918185261563,0.2903918185261563
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r2_plastic_hardware,R2 Plastic-specified hardware,expanded,Expanded,47522,138,0.002903918185261563,0.2903918185261563
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r3_mixed_hardware,R3 Material-ambiguous hardware,conservative,Conservative,47522,9085,0.1911746138630529,19.11746138630529
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r3_mixed_hardware,R3 Material-ambiguous hardware,default,Default,47522,10279,0.21629981903118556,21.629981903118555
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r3_mixed_hardware,R3 Material-ambiguous hardware,expanded,Expanded,47522,18103,0.3809393544042759,38.09393544042759
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r4_fabric_attached_trim,R4 Fabric attached trim,conservative,Conservative,47522,8180,0.17213080257564917,17.21308025756492
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r4_fabric_attached_trim,R4 Fabric attached trim,default,Default,47522,9442,0.19868692395101217,19.868692395101217
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r4_fabric_attached_trim,R4 Fabric attached trim,expanded,Expanded,47522,14396,0.3029333782248222,30.29333782248222
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r5_decorative_nontextile,R5 Decorative/non-textile attachment,conservative,Conservative,47522,548,0.011531501199444467,1.1531501199444467
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r5_decorative_nontextile,R5 Decorative/non-textile attachment,default,Default,47522,945,0.01988552670342157,1.9885526703421572
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r5_decorative_nontextile,R5 Decorative/non-textile attachment,expanded,Expanded,47522,945,0.01988552670342157,1.9885526703421572
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r6_surface_print_coating,R6 Surface print/coating barrier,conservative,Conservative,47522,944,0.01986448381802113,1.9864483818021128
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r6_surface_print_coating,R6 Surface print/coating barrier,default,Default,47522,1468,0.03089095576785489,3.089095576785489
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r6_surface_print_coating,R6 Surface print/coating barrier,expanded,Expanded,47522,2006,0.04221202811329489,4.22120281132949
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7_lining_multilayer,R7 Lining/multilayer presence,conservative,Conservative,47522,8976,0.18888093935440428,18.888093935440427
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7_lining_multilayer,R7 Lining/multilayer presence,default,Default,47522,10920,0.22978830857287152,22.978830857287154
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7_lining_multilayer,R7 Lining/multilayer presence,expanded,Expanded,47522,11605,0.2442026850721771,24.42026850721771
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,conservative,Conservative,47522,4090,0.08606540128782458,8.60654012878246
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,default,Default,47522,3878,0.08160430958293001,8.160430958293
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,expanded,Expanded,47522,3878,0.08160430958293001,8.160430958293
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8_secondary_component_presence,R8 Secondary-component presence,conservative,Conservative,47522,5124,0.10782374479188586,10.782374479188586
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8_secondary_component_presence,R8 Secondary-component presence,default,Default,47522,5124,0.10782374479188586,10.782374479188586
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8_secondary_component_presence,R8 Secondary-component presence,expanded,Expanded,47522,5535,0.11647237069146922,11.647237069146922
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,conservative,Conservative,47522,2904,0.0611085392028955,6.11085392028955
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,default,Default,47522,2798,0.058877993350448216,5.8877993350448214
pooled_variant,Pooled variant-level prevalence,Primary prevalence analysis,Colour-specific garment variant,All four retailer–market portals pooled,Direct binary flag for each variant,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,expanded,Expanded,47522,2798,0.058877993350448216,5.8877993350448214
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),conservative,Conservative,14238,3289,0.2310015451608372,23.10015451608372
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),default,Default,14238,4090,0.28725944655148195,28.725944655148194
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),expanded,Expanded,14238,6240,0.4382638010956595,43.826380109565946
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),conservative,Conservative,14238,5976,0.4197218710493047,41.97218710493047
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),default,Default,14238,6584,0.46242449782272793,46.24244978227279
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),expanded,Expanded,14238,7200,0.5056890012642224,50.56890012642224
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),conservative,Conservative,14238,7313,0.5136255092007305,51.36255092007305
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),default,Default,14238,8030,0.5639837055766259,56.39837055766259
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),expanded,Expanded,14238,9811,0.689071498806012,68.90714988060121
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,conservative,Conservative,14238,927,0.06510745891276865,6.510745891276865
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,default,Default,14238,1963,0.13787048742800956,13.787048742800955
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,expanded,Expanded,14238,1979,0.13899424076415226,13.899424076415226
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,conservative,Conservative,14238,20,0.0014046916701783959,0.1404691670178396
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,default,Default,14238,20,0.0014046916701783959,0.1404691670178396
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,expanded,Expanded,14238,20,0.0014046916701783959,0.1404691670178396
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,conservative,Conservative,14238,2836,0.19918527883129653,19.918527883129652
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,default,Default,14238,3401,0.2388678185138362,23.88678185138362
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,expanded,Expanded,14238,5751,0.40391908975979773,40.391908975979774
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,conservative,Conservative,14238,2711,0.19040595589268156,19.040595589268154
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,default,Default,14238,2840,0.19946621716533222,19.946621716533222
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,expanded,Expanded,14238,3860,0.2711054923444304,27.110549234443038
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,conservative,Conservative,14238,163,0.011448237111953925,1.1448237111953925
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,default,Default,14238,275,0.019314510464952944,1.9314510464952943
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,expanded,Expanded,14238,275,0.019314510464952944,1.9314510464952943
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,conservative,Conservative,14238,210,0.014749262536873156,1.4749262536873156
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,default,Default,14238,391,0.02746172215198764,2.7461722151987638
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,expanded,Expanded,14238,607,0.04263239218991431,4.263239218991431
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7_lining_multilayer,R7 Lining/multilayer presence,conservative,Conservative,14238,2987,0.2097907009411434,20.97907009411434
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7_lining_multilayer,R7 Lining/multilayer presence,default,Default,14238,3642,0.2557943531394859,25.57943531394859
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7_lining_multilayer,R7 Lining/multilayer presence,expanded,Expanded,14238,3795,0.2665402444163506,26.65402444163506
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,conservative,Conservative,14238,1280,0.08990026689141734,8.990026689141734
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,default,Default,14238,1205,0.08463267312824835,8.463267312824835
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r7b_hidden_layer_mismatch,R7b Hidden-layer mismatch diagnostic,expanded,Expanded,14238,1205,0.08463267312824835,8.463267312824835
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8_secondary_component_presence,R8 Secondary-component presence,conservative,Conservative,14238,1295,0.09095378564405113,9.095378564405113
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8_secondary_component_presence,R8 Secondary-component presence,default,Default,14238,1295,0.09095378564405113,9.095378564405113
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8_secondary_component_presence,R8 Secondary-component presence,expanded,Expanded,14238,1430,0.1004354544177553,10.04354544177553
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,conservative,Conservative,14238,698,0.049023739289226015,4.902373928922602
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,default,Default,14238,714,0.05014749262536873,5.014749262536873
portal_variant_hm_au,H&M Australia: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Australia,Direct binary flag for each variant within portal,r8b_secondary_material_difference,R8b Secondary-component mismatch diagnostic,expanded,Expanded,14238,714,0.05014749262536873,5.014749262536873
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),conservative,Conservative,26839,6453,0.24043369723164051,24.04336972316405
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),default,Default,26839,7954,0.29635977495435745,29.635977495435746
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_removable_disruptor,Any removable-hardware indicator (R1–R3),expanded,Expanded,26839,12531,0.4668951898356869,46.68951898356869
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),conservative,Conservative,26839,10399,0.3874585491262715,38.745854912627145
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),default,Default,26839,11563,0.4308282722903238,43.082827229032375
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_retained_barrier,Any retained-barrier indicator (R4–R8),expanded,Expanded,26839,14366,0.5352658444800477,53.52658444800477
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),conservative,Conservative,26839,13205,0.4920078989530161,49.20078989530161
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),default,Default,26839,14783,0.5508029360259324,55.080293602593244
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,any_disruptor_overall,Any core disruptor indicator (R1–R8),expanded,Expanded,26839,19519,0.7272625656693618,72.72625656693617
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,conservative,Conservative,26839,1653,0.061589477998435116,6.158947799843512
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,default,Default,26839,3829,0.14266552405082156,14.266552405082155
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r1_metal_hardware,R1 Metal-specified/conventional hardware,expanded,Expanded,26839,3849,0.1434107082976266,14.341070829762659
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,conservative,Conservative,26839,51,0.0019002198293528074,0.19002198293528075
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,default,Default,26839,51,0.0019002198293528074,0.19002198293528075
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r2_plastic_hardware,R2 Plastic-specified hardware,expanded,Expanded,26839,51,0.0019002198293528074,0.19002198293528075
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,conservative,Conservative,26839,5795,0.2159171355117553,21.59171355117553
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,default,Default,26839,6083,0.2266477886657476,22.66477886657476
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r3_mixed_hardware,R3 Material-ambiguous hardware,expanded,Expanded,26839,11054,0.411863333209136,41.1863333209136
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,conservative,Conservative,26839,4337,0.16159320391966914,16.159320391966915
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,default,Default,26839,4696,0.17496926114981928,17.496926114981928
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r4_fabric_attached_trim,R4 Fabric attached trim,expanded,Expanded,26839,8537,0.31808189574872386,31.808189574872387
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,conservative,Conservative,26839,382,0.01423301911397593,1.423301911397593
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,default,Default,26839,665,0.024777376206267,2.4777376206267
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r5_decorative_nontextile,R5 Decorative/non-textile attachment,expanded,Expanded,26839,665,0.024777376206267,2.4777376206267
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,conservative,Conservative,26839,380,0.014158500689295429,1.4158500689295428
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,default,Default,26839,626,0.023324266924997207,2.3324266924997206
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r6_surface_print_coating,R6 Surface print/coating barrier,expanded,Expanded,26839,948,0.03532173329855807,3.532173329855807
portal_variant_hm_gb,H&M Great Britain: variant-level prevalence,Complementary source-boundary analysis,Colour-specific garment variant,H&M Great Britain,Direct binary flag for each variant within portal,r7_lining_multilayer,R7 Lining/multilayer presence,conservative,Conservative,26839,5375,0.2002682663288498,20.02682663288498
